0	3	1
0	38	1
0	51	1
0	58	1
0	97	1
0	330	1
0	382	1
0	469	1
0	612	1
0	777	1
0	806	1
0	1054	1
0	1131	1
0	1177	1
0	1179	1
0	1209	1
0	1234	1
0	1348	1
1	12	1
1	16	1
1	203	1
1	507	1
1	540	1
1	586	1
1	693	1
1	699	1
1	724	1
1	729	1
1	808	1
1	860	1
1	877	1
1	1020	1
1	1093	1
1	1209	1
1	1230	1
1	1242	1
1	1302	1
1	1393	1
1	1418	1
2	19	1
2	48	1
2	160	1
2	182	1
2	507	1
2	550	1
2	600	1
2	638	1
2	774	1
2	897	1
2	922	1
2	945	1
2	953	1
2	969	1
2	1027	1
2	1071	1
2	1075	1
2	1131	1
2	1177	1
2	1263	1
2	1305	1
2	1328	1
2	1426	1
2	1431	1
3	88	1
3	132	1
3	203	1
3	255	1
3	337	1
3	380	1
3	483	1
3	730	1
3	755	1
3	758	1
3	852	1
3	921	1
3	1042	1
3	1211	1
3	1257	1
3	1259	1
3	1262	1
3	1263	1
3	1338	1
4	85	1
4	88	1
4	540	1
4	625	1
5	2	1
5	19	1
5	136	1
5	146	1
5	157	1
5	168	1
5	261	1
5	292	1
5	402	1
5	408	1
5	675	1
5	707	1
5	859	1
5	959	1
5	1076	1
5	1262	1
5	1263	1
6	123	1
6	507	1
6	725	1
6	749	1
6	814	1
6	974	1
6	979	1
6	1062	1
6	1094	1
6	1177	1
6	1257	1
6	1262	1
6	1263	1
6	1296	1
6	1301	1
6	1336	1
6	1381	1
7	30	1
7	173	1
7	188	1
7	353	1
7	577	1
7	720	1
7	985	1
7	993	1
7	1177	1
7	1205	1
7	1387	1
8	52	1
8	58	1
8	65	1
8	105	1
8	121	1
8	200	1
8	256	1
8	292	1
8	577	1
8	720	1
8	723	1
8	810	1
8	850	1
8	1126	1
8	1177	1
8	1203	1
8	1266	1
8	1356	1
8	1427	1
9	49	1
9	754	1
9	784	1
9	1348	1
9	1389	1
10	41	1
10	97	1
10	125	1
10	187	1
10	348	1
10	371	1
10	411	1
10	586	1
10	763	1
10	935	1
10	969	1
10	1094	1
10	1133	1
10	1177	1
10	1209	1
10	1262	1
10	1263	1
10	1292	1
10	1303	1
10	1381	1
10	1397	1
11	31	1
11	132	1
11	250	1
11	597	1
11	647	1
11	648	1
11	698	1
11	821	1
11	971	1
11	998	1
11	1040	1
11	1160	1
11	1177	1
11	1184	1
11	1247	1
11	1249	1
11	1352	1
11	1381	1
11	1412	1
11	1414	1
11	1424	1
12	292	1
12	715	1
12	1076	1
12	1263	1
12	1353	1
13	19	1
13	73	1
13	132	1
13	315	1
13	510	1
13	514	1
13	737	1
13	803	1
13	877	1
13	898	1
13	969	1
13	982	1
13	1171	1
13	1179	1
13	1184	1
13	1193	1
13	1332	1
13	1353	1
13	1365	1
13	1368	1
14	523	1
14	821	1
14	1263	1
15	19	1
15	51	1
15	93	1
15	98	1
15	151	1
15	168	1
15	271	1
15	301	1
15	369	1
15	698	1
15	758	1
15	985	1
15	999	1
15	1234	1
15	1254	1
15	1262	1
15	1263	1
15	1268	1
15	1285	1
15	1306	1
15	1348	1
15	1376	1
16	244	1
16	287	1
16	471	1
16	623	1
16	624	1
16	724	1
16	812	1
16	829	1
16	864	1
16	993	1
16	1012	1
16	1021	1
16	1052	1
16	1143	1
16	1144	1
16	1209	1
16	1211	1
16	1328	1
16	1381	1
16	1423	1
17	173	1
17	292	1
17	458	1
17	502	1
17	507	1
17	581	1
17	619	1
17	882	1
17	911	1
17	986	1
17	1075	1
17	1132	1
17	1144	1
17	1209	1
17	1263	1
17	1274	1
17	1320	1
17	1381	1
17	1391	1
18	6	1
18	18	1
18	19	1
18	50	1
18	61	1
18	88	1
18	275	1
18	469	1
18	514	1
18	755	1
18	801	1
18	865	1
18	922	1
18	959	1
18	978	1
18	1073	1
18	1119	1
18	1156	1
18	1263	1
18	1301	1
19	41	1
19	114	1
19	280	1
19	495	1
19	507	1
19	644	1
19	735	1
19	1097	1
19	1171	1
19	1209	1
19	1225	1
19	1230	1
19	1266	1
19	1328	1
19	1411	1
19	1426	1
20	99	1
20	1149	1
20	1263	1
20	1353	1
21	6	1
21	61	1
21	93	1
21	99	1
21	126	1
21	130	1
21	203	1
21	240	1
21	259	1
21	348	1
21	495	1
21	507	1
21	640	1
21	721	1
21	732	1
21	780	1
21	930	1
21	934	1
21	1091	1
21	1149	1
21	1151	1
21	1157	1
21	1301	1
21	1352	1
21	1393	1
22	71	1
22	88	1
22	97	1
22	104	1
22	132	1
22	134	1
22	142	1
22	219	1
22	220	1
22	356	1
22	447	1
22	510	1
22	573	1
22	595	1
22	658	1
