0	9	1.0
0	26	1.0
0	27	1.0
0	62	1.0
0	77	1.0
0	100	1.0
0	107	1.0
0	111	1.0
0	114	1.0
0	142	1.0
0	172	1.0
0	193	1.0
0	215	1.0
0	238	1.0
0	239	1.0
0	242	1.0
0	263	1.0
0	356	1.0
0	367	1.0
0	403	1.0
0	408	1.0
0	425	1.0
0	427	1.0
0	451	1.0
0	455	1.0
0	457	1.0
0	461	1.0
0	471	1.0
0	526	1.0
0	541	1.0
0	574	1.0
0	594	1.0
0	598	1.0
0	599	1.0
0	617	1.0
0	652	1.0
0	683	1.0
0	689	1.0
0	730	1.0
0	771	1.0
0	775	1.0
0	778	1.0
0	788	1.0
0	799	1.0
0	817	1.0
0	856	1.0
0	880	1.0
0	891	1.0
0	914	1.0
0	924	1.0
0	952	1.0
0	1017	1.0
0	1059	1.0
0	1070	1.0
0	1081	1.0
0	1091	1.0
0	1113	1.0
0	1141	1.0
0	1144	1.0
0	1150	1.0
0	1158	1.0
0	1190	1.0
0	1196	1.0
0	1199	1.0
0	1248	1.0
0	1281	1.0
0	1546	1.0
0	1553	1.0
0	1565	1.0
0	1660	1.0
0	1687	1.0
0	1718	1.0
0	1767	1.0
0	1787	1.0
0	1863	1.0
0	1870	1.0
0	1878	1.0
0	1950	1.0
0	1965	1.0
0	2052	1.0
0	2069	1.0
0	2105	1.0
0	2146	1.0
0	2177	1.0
0	2268	1.0
0	2294	1.0
0	2324	1.0
0	2371	1.0
0	2384	1.0
0	2408	1.0
0	2413	1.0
0	2606	1.0
0	2675	1.0
0	2720	1.0
0	2764	1.0
0	2819	1.0
0	2822	1.0
0	2938	1.0
0	2955	1.0
0	2985	1.0
0	2986	1.0
0	3119	1.0
0	3121	1.0
0	3232	1.0
0	3261	1.0
0	3264	1.0
0	3282	1.0
0	3310	1.0
0	3453	1.0
0	3579	1.0
0	3747	1.0
0	3756	1.0
0	3859	1.0
0	3932	1.0
0	3934	1.0
0	4125	1.0
0	4136	1.0
0	4141	1.0
0	4150	1.0
0	4153	1.0
0	4162	1.0
0	4225	1.0
0	4310	1.0
0	4324	1.0
0	4343	1.0
0	4406	1.0
0	4443	1.0
0	4522	1.0
0	4542	1.0
0	4547	1.0
0	4591	1.0
0	4602	1.0
0	4726	1.0
0	4737	1.0
0	4807	1.0
0	4850	1.0
0	4878	1.0
0	4905	1.0
0	5010	1.0
0	5190	1.0
0	5249	1.0
0	5281	1.0
0	5287	1.0
0	5408	1.0
0	5539	1.0
0	5562	1.0
0	5851	1.0
0	5871	1.0
0	5926	1.0
0	6131	1.0
0	6197	1.0
0	6258	1.0
0	6282	1.0
0	6585	1.0
0	6682	1.0
0	6759	1.0
0	6781	1.0
0	6822	1.0
0	6847	1.0
0	7224	1.0
0	7286	1.0
0	7333	1.0
0	7410	1.0
0	7582	1.0
0	7588	1.0
0	7665	1.0
0	7880	1.0
0	8028	1.0
0	8216	1.0
0	8225	1.0
0	8379	1.0
0	8398	1.0
0	8605	1.0
0	8629	1.0
0	8697	1.0
0	8751	1.0
0	8779	1.0
0	9085	1.0
0	9175	1.0
0	9296	1.0
0	9312	1.0
0	9675	1.0
0	9902	1.0
0	9997	1.0
0	10050	1.0
0	10060	1.0
0	10701	1.0
0	11116	1.0
0	11224	1.0
0	11238	1.0
0	11499	1.0
0	11717	1.0
1	365	1.0
1	1036	1.0
1	1486	1.0
1	1655	1.0
1	1759	1.0
1	1890	1.0
1	2529	1.0
1	3793	1.0
1	4649	1.0
1	6544	1.0
1	7212	1.0
2	79	1.0
2	116	1.0
2	354	1.0
2	423	1.0
2	828	1.0
2	843	1.0
2	1041	1.0
2	1133	1.0
2	1191	1.0
2	1310	1.0
2	1624	1.0
2	2261	1.0
2	2405	1.0
2	2421	1.0
2	2840	1.0
2	4167	1.0
2	4551	1.0
2	4579	1.0
2	4776	1.0
2	4821	1.0
2	7076	1.0
2	7117	1.0
2	9225	1.0
2	10088	1.0
2	11363	1.0
3	167	1.0
3	178	1.0
3	269	1.0
3	515	1.0
3	608	1.0
3	803	1.0
3	838	1.0
3	922	1.0
3	978	1.0
3	1005	1.0
3	1016	1.0
3	1025	1.0
3	1275	1.0
3	1405	1.0
3	2275	1.0
3	3011	1.0
3	3085	1.0
3	3959	1.0
3	4156	1.0
3	4630	1.0
3	4872	1.0
3	7773	1.0
3	10015	1.0
4	702	1.0
4	1049	1.0
4	1417	1.0
4	1476	1.0
4	1775	1.0
4	1851	1.0
4	3726	1.0
4	4313	1.0
4	4706	1.0
4	5114	1.0
4	5956	1.0
4	6139	1.0
4	8008	1.0
4	10990	1.0
4	11350	1.0
5	85	1.0
5	1199	1.0
5	1578	1.0
5	1723	1.0
5	1956	1.0
5	2158	1.0
5	2258	1.0
5	4005	1.0
5	4827	1.0
5	5334	1.0
5	5770	1.0
5	7132	1.0
5	7688	1.0
5	7749	1.0
5	8617	1.0
5	11492	1.0
6	328	1.0
6	685	1.0
6	795	1.0
6	1165	1.0
6	1292	1.0
6	2633	1.0
6	5000	1.0
6	5771	1.0
6	7820	1.0
7	149	1.0
7	187	1.0
7	1392	1.0
7	1425	1.0
7	1452	1.0
7	1858	1.0
7	1868	1.0
7	2241	1.0
7	2547	1.0
7	3103	1.0
7	4393	1.0
7	4675	1.0
7	8316	1.0
8	593	1.0
8	1578	1.0
8	2641	1.0
8	3165	1.0
8	3959	1.0
8	4079	1.0
8	4093	1.0
9	255	1.0
9	416	1.0
9	1476	1.0
9	1775	1.0
9	3525	1.0
9	4129	1.0
9	4313	1.0
9	4706	1.0
9	5114	1.0
9	8008	1.0
9	10990	1.0
10	87	1.0
10	1344	1.0
10	3894	1.0
11	48	1.0
11	53	1.0
11	103	1.0
11	188	1.0
11	256	1.0
11	282	1.0
11	309	1.0
11	355	1.0
11	428	1.0
11	445	1.0
11	518	1.0
11	595	1.0
11	728	1.0
11	764	1.0
11	788	1.0
11	1028	1.0
11	1042	1.0
11	1088	1.0
11	1706	1.0
11	1914	1.0
11	2172	1.0
11	2236	1.0
11	2361	1.0
11	2410	1.0
11	2458	1.0
11	2514	1.0
11	2955	1.0
11	3396	1.0
11	3707	1.0
11	3862	1.0
11	4057	1.0
11	4589	1.0
11	5354	1.0
11	5909	1.0
11	6854	1.0
11	7711	1.0
11	7925	1.0
11	8501	1.0
11	9485	1.0
11	9858	1.0
11	10359	1.0
12	144	1.0
12	222	1.0
12	281	1.0
12	303	1.0
12	339	1.0
12	424	1.0
12	608	1.0
12	671	1.0
12	719	1.0
12	751	1.0
12	905	1.0
12	943	1.0
12	1358	1.0
12	1509	1.0
12	1576	1.0
12	3885	1.0
12	4379	1.0
12	4887	1.0
12	5088	1.0
12	5095	1.0
12	5472	1.0
12	7381	1.0
12	7522	1.0
12	7966	1.0
12	8766	1.0
12	10570	1.0
13	197	1.0
13	426	1.0
13	2675	1.0
13	3109	1.0
13	3222	1.0
13	4873	1.0
13	6599	1.0
13	7729	1.0
14	30	1.0
14	45	1.0
14	113	1.0
14	222	1.0
14	255	1.0
14	266	1.0
14	309	1.0
14	315	1.0
14	389	1.0
14	488	1.0
14	517	1.0
14	553	1.0
14	650	1.0
14	657	1.0
14	688	1.0
14	969	1.0
14	992	1.0
14	1302	1.0
14	1317	1.0
14	1443	1.0
14	1540	1.0
14	1731	1.0
14	1819	1.0
14	1877	1.0
14	1883	1.0
14	2272	1.0
14	2302	1.0
14	2372	1.0
14	5892	1.0
14	8373	1.0
14	9066	1.0
14	10484	1.0
15	91	1.0
15	158	1.0
15	203	1.0
15	327	1.0
15	374	1.0
15	441	1.0
15	549	1.0
15	570	1.0
15	727	1.0
15	811	1.0
15	865	1.0
15	903	1.0
15	938	1.0
15	977	1.0
15	1039	1.0
15	1124	1.0
15	1214	1.0
15	1304	1.0
15	1393	1.0
15	1428	1.0
15	1509	1.0
15	1585	1.0
15	1778	1.0
15	1779	1.0
15	1934	1.0
15	1957	1.0
15	1975	1.0
15	2096	1.0
15	2174	1.0
15	2180	1.0
15	2672	1.0
15	3410	1.0
15	3570	1.0
15	3894	1.0
15	4412	1.0
15	4498	1.0
15	4654	1.0
15	4733	1.0
15	5139	1.0
15	5762	1.0
15	5772	1.0
15	6142	1.0
15	6186	1.0
15	6672	1.0
15	7274	1.0
15	7431	1.0
15	7534	1.0
15	8022	1.0
15	8618	1.0
15	9098	1.0
15	9202	1.0
15	10228	1.0
15	10954	1.0
15	11070	1.0
16	592	1.0
16	1983	1.0
16	2354	1.0
16	2675	1.0
16	4873	1.0
16	5321	1.0
16	5994	1.0
16	7729	1.0
17	0	1.0
17	3	1.0
17	52	1.0
17	60	1.0
17	75	1.0
17	116	1.0
17	251	1.0
17	257	1.0
17	322	1.0
17	339	1.0
17	381	1.0
17	447	1.0
17	464	1.0
17	522	1.0
17	645	1.0
17	684	1.0
17	762	1.0
17	862	1.0
17	876	1.0
17	892	1.0
17	905	1.0
17	935	1.0
17	970	1.0
17	976	1.0
17	1009	1.0
17	1037	1.0
17	1054	1.0
17	1185	1.0
17	1195	1.0
17	1200	1.0
17	1279	1.0
17	1333	1.0
17	1387	1.0
17	1485	1.0
17	1504	1.0
17	1614	1.0
17	1711	1.0
17	1848	1.0
17	1867	1.0
17	2007	1.0
17	2044	1.0
17	2124	1.0
17	2262	1.0
17	2270	1.0
17	2299	1.0
17	2331	1.0
17	2447	1.0
17	2468	1.0
17	2626	1.0
17	2634	1.0
17	2685	1.0
17	2828	1.0
17	2953	1.0
17	2990	1.0
17	2997	1.0
17	3022	1.0
17	3030	1.0
17	3217	1.0
17	3466	1.0
17	3625	1.0
17	3995	1.0
17	4165	1.0
17	4184	1.0
17	4247	1.0
17	4338	1.0
17	4449	1.0
17	4499	1.0
17	4617	1.0
17	4627	1.0
17	4755	1.0
17	4815	1.0
17	4848	1.0
17	5209	1.0
17	5279	1.0
17	6165	1.0
17	6166	1.0
17	6682	1.0
17	6965	1.0
17	7086	1.0
17	7631	1.0
17	7945	1.0
17	9318	1.0
17	9605	1.0
17	9651	1.0
17	9928	1.0
17	9973	1.0
17	10669	1.0
17	10927	1.0
18	4	1.0
18	129	1.0
18	334	1.0
18	517	1.0
18	548	1.0
18	736	1.0
18	1037	1.0
18	1079	1.0
18	1493	1.0
18	1834	1.0
18	1930	1.0
18	1958	1.0
18	2094	1.0
18	2449	1.0
18	2878	1.0
18	2996	1.0
18	3296	1.0
18	4921	1.0
18	5159	1.0
18	5455	1.0
18	5797	1.0
18	6215	1.0
18	6703	1.0
18	7129	1.0
19	131	1.0
19	220	1.0
19	637	1.0
19	3828	1.0
19	4741	1.0
20	251	1.0
20	257	1.0
20	339	1.0
20	547	1.0
20	644	1.0
20	801	1.0
20	905	1.0
20	1520	1.0
20	2193	1.0
20	2331	1.0
20	2490	1.0
20	2997	1.0
20	3022	1.0
20	3217	1.0
20	3466	1.0
20	4449	1.0
20	10413	1.0
21	84	1.0
21	196	1.0
21	343	1.0
21	349	1.0
21	392	1.0
21	453	1.0
21	574	1.0
21	680	1.0
21	697	1.0
21	812	1.0
21	951	1.0
21	1083	1.0
21	1228	1.0
21	1312	1.0
21	1316	1.0
21	1339	1.0
21	1358	1.0
21	1524	1.0
21	1659	1.0
21	1822	1.0
21	1882	1.0
21	1936	1.0
21	2402	1.0
21	2620	1.0
21	2826	1.0
21	3301	1.0
21	3458	1.0
21	3537	1.0
21	3952	1.0
21	4137	1.0
21	4662	1.0
21	7944	1.0
21	8609	1.0
21	9140	1.0
21	10713	1.0
21	11267	1.0
22	57	1.0
22	94	1.0
22	103	1.0
22	456	1.0
22	501	1.0
22	968	1.0
22	1219	1.0
22	1855	1.0
22	2214	1.0
22	2489	1.0
22	2677	1.0
22	2955	1.0
22	3897	1.0
22	6794	1.0
22	7960	1.0
22	8114	1.0
22	11130	1.0
22	11327	1.0
23	235	1.0
23	3045	1.0
23	3942	1.0
23	4380	1.0
23	4584	1.0
23	7617	1.0
23	8644	1.0
24	15	1.0
24	58	1.0
24	138	1.0
24	489	1.0
24	560	1.0
24	1047	1.0
24	2684	1.0
24	4091	1.0
24	9017	1.0
24	11662	1.0
25	36	1.0
25	222	1.0
25	593	1.0
25	1025	1.0
25	1428	1.0
25	2420	1.0
25	3553	1.0
25	3651	1.0
25	4076	1.0
25	4315	1.0
25	5021	1.0
25	5768	1.0
25	8427	1.0
25	8554	1.0
25	8559	1.0
25	10243	1.0
25	10264	1.0
25	10382	1.0
26	78	1.0
26	137	1.0
26	265	1.0
26	477	1.0
26	921	1.0
26	1020	1.0
26	1225	1.0
26	1363	1.0
26	3518	1.0
26	4184	1.0
26	5654	1.0
26	5903	1.0
26	7147	1.0
26	7487	1.0
26	9290	1.0
27	385	1.0
27	2641	1.0
27	3165	1.0
27	4093	1.0
27	5900	1.0
27	7048	1.0
28	377	1.0
28	1656	1.0
28	3276	1.0
28	4015	1.0
28	7564	1.0
